   / -------   -------
  *  Capsule Passed: dict_keys([])
   \ -------   -------
0002 : 1 Stanley2Cross  | offset 1.446  | angle -1.296  | speed_z 0.090  | Cross position []  | time:  0.006  | [ battery: 48%, 11V / 300mA ]
0787 : 32 Stanley2Green  | phase  1.000  | offset -7.287  | angle -0.868  | z speed  -0.081  | true green? 247.000  | true green at [0, 90]  | true green from line 0.288  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0788 : 32 Stanley2Green  | phase  2.000  | offset -3.000  | angle 0.000  | Dist ratio  0.150  | time:  0.006  | [ battery: 48%, 11V / 300mA ]
0789 : 32 Stanley2Green  | phase  2.000  | offset -6.481  | angle -0.729  | Dist ratio  0.125  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0790 : 32 Stanley2Green  | phase  2.000  | offset -6.481  | angle -0.729  | Dist ratio  0.100  | time:  0.006  | [ battery: 48%, 11V / 300mA ]
0791 : 32 Stanley2Green  | phase  2.000  | offset -6.236  | angle -0.833  | Dist ratio  0.050  | time:  0.006  | [ battery: 48%, 11V / 300mA ]
   / -------   -------
  *  Capsule Passed: dict_keys(['dist_from_cross', 'event_10_frame_list', 'event_20_frame_list', 'event_30_frame_list'])
   \ -------   -------
0792 : 33 Turn2Void  | phase 0.000  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0793 : 33 Turn2Void  | phase 1.000  | angle 0.000  | time 1.500  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0794 : 33 Turn2Void  | phase 3.000  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0795 : 33 Turn2Void  | phase 3.000  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0796 : 33 Turn2Void  | phase 3.000  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0797 : 33 Turn2Void  | phase 3.000  | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0798 : 33 Turn2Void  | phase 3.000  | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0799 : 33 Turn2Void  | phase 3.000  | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0800 : 33 Turn2Void  | phase 3.000  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0801 : 33 Turn2Void  | phase 3.000  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0802 : 33 Turn2Void  | phase 3.000  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0803 : 33 Turn2Void  | phase 3.000  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0804 : 33 Turn2Void  | phase 3.000  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0805 : 33 Turn2Void  | phase 3.000  | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0806 : 33 Turn2Void  | phase 3.000  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0807 : 33 Turn2Void  | phase 3.000  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0808 : 33 Turn2Void  | phase 3.000  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
   / -------   -------
  *  Capsule Passed: dict_keys(['dist_from_cross', 'event_10_frame_list', 'event_20_frame_list', 'event_30_frame_list'])
   \ -------   -------
0809 : phase 1  | mode  5.000  | count:  {}  | time:  0.237  | [ battery: 48%, 11V / 300mA ]
0810 : phase 1  | mode  5.000  | count:  {}  | time:  0.216  | [ battery: 48%, 11V / 300mA ]
0811 : phase 1  | mode  5.000  | count:  {}  | time:  0.231  | [ battery: 48%, 11V / 300mA ]
0812 : phase 1  | mode  5.000  | count:  {}  | time:  0.221  | [ battery: 48%, 11V / 300mA ]
0813 : phase 1  | mode  5.000  | count:  {}  | time:  0.218  | [ battery: 48%, 11V / 300mA ]
0814 : phase 2  | prediction result:  {'ally': 0, 'enem': 0, 'ally_tank': 0, 'enem_tank': 0}  | time:  0.025  | [ battery: 48%, 11V / 300mA ]
0815 : phase 5  | holding:  1.000  | until:  0.101  | time:  0.000  | [ battery: 48%, 11V / 300mA ]
0816 : phase 5  | holding:  1.000  | until:  0.201  | time:  0.000  | [ battery: 48%, 11V / 300mA ]
0817 : phase 5  | holding:  1.000  | until:  0.302  | time:  0.000  | [ battery: 48%, 11V / 300mA ]
0818 : phase 5  | holding:  1.000  | until:  0.403  | time:  0.000  | [ battery: 48%, 11V / 300mA ]
0819 : phase 5  | holding:  1.000  | until:  0.503  | time:  0.000  | [ battery: 48%, 11V / 300mA ]
0820 : phase 5  | holding:  1.000  | until:  0.605  | time:  0.000  | [ battery: 48%, 11V / 300mA ]
0821 : phase 5  | holding:  1.000  | until:  0.705  | time:  0.000  | [ battery: 48%, 11V / 300mA ]
0822 : phase 5  | holding:  1.000  | until:  0.808  | time:  0.000  | [ battery: 48%, 11V / 300mA ]
0823 : phase 5  | holding:  1.000  | until:  0.913  | time:  0.000  | [ battery: 48%, 11V / 300mA ]
0824 : phase 5  | time:  0.000  | [ battery: 48%, 11V / 300mA ]
   / -------   -------
  *  Capsule Passed: dict_keys(['dist_from_cross', 'event_10_frame_list', 'event_20_frame_list', 'event_30_frame_list', 'event_40_frame_list'])
   \ -------   -------
0825 : 41 Turn2Road  | phase 0.000  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0826 : 41 Turn2Road  | phase 1.000  | time:  0.006  | [ battery: 48%, 11V / 300mA ]
0827 : 41 Turn2Road  | phase 1.000  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0828 : 41 Turn2Road  | phase 1.000  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0829 : 41 Turn2Road  | phase 1.000  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0830 : 41 Turn2Road  | phase 1.000  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0831 : 41 Turn2Road  | phase 1.000  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0832 : 41 Turn2Road  | phase 1.000  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0833 : 41 Turn2Road  | phase 1.000  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0834 : 41 Turn2Road  | phase 1.000  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0835 : 41 Turn2Road  | phase 1.000  | no_line   | line_on_angle -43.831  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0836 : 41 Turn2Road  | phase 2.000  | no_line   | line_on_angle -46.937  | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0837 : 41 Turn2Road  | phase 2.000  | no_line   | line_on_angle -41.669  | time:  0.006  | [ battery: 48%, 11V / 300mA ]
   / -------   -------
  *  Capsule Passed: dict_keys(['dist_from_cross', 'event_10_frame_list', 'event_20_frame_list', 'event_30_frame_list', 'event_40_frame_list'])
   \ -------   -------
0838 : 42 Stanley2Cross  | offset -52.667  | angle -0.000  | speed_z -0.537  | Cross position []  | time:  0.007  | [ battery: 48%, 11V / 300mA ]
0839 : 42 Stanley2Cross  | offset -115.824  | angle -11.860  | speed_z -0.071  | Cross position []  | time:  0.008  | [ battery: 48%, 11V / 300mA ]
0840 : 42 Stanley2Cross  | offset -225.332  | angle -41.669  | speed_z 1.361  | Cross position []  | time:  0.006  | [ battery: 48%, 11V / 300mA ]
0841 : 42 Stanley2Cross  | offset -206.048  | angle -33.024  | speed_z 0.935  | Cross position []  | time:  0.006  | [ battery: 48%, 11V / 300mA ]
0842 : 42 Stanley2Cross  | offset -183.220  | angle -24.228  | speed_z 0.503  | Cross position []  | time:  0.007  | [ battery: 48%, 11V / 300mA ]
0843 : 42 Stanley2Cross  | offset -183.220  | angle -24.228  | speed_z 0.503  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0844 : 42 Stanley2Cross  | offset -183.220  | angle -24.228  | speed_z 0.503  | Cross position []  | time:  0.007  | [ battery: 48%, 11V / 300mA ]
0845 : 42 Stanley2Cross  | offset -183.220  | angle -24.228  | speed_z 0.503  | Cross position []  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0846 : 42 Stanley2Cross  | offset -183.220  | angle -24.228  | speed_z 0.503  | Cross position []  | time:  0.006  | [ battery: 48%, 11V / 300mA ]
0847 : 42 Stanley2Cross  | offset -183.220  | angle -24.228  | speed_z 0.503  | Cross position []  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0848 : 42 Stanley2Cross  | no line here... backing   | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0849 : 42 Stanley2Cross  | no line here... backing   | time:  0.006  | [ battery: 48%, 11V / 300mA ]
0850 : 42 Stanley2Cross  | offset -116.777  | angle -8.531  | speed_z -0.239  | Cross position []  | time:  0.007  | [ battery: 48%, 11V / 300mA ]
0851 : 42 Stanley2Cross  | offset -184.269  | angle -27.022  | speed_z 0.643  | Cross position []  | time:  0.008  | [ battery: 48%, 11V / 300mA ]
0852 : 42 Stanley2Cross  | offset -182.944  | angle -27.924  | speed_z 0.688  | Cross position []  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0853 : 42 Stanley2Cross  | offset -122.480  | angle -14.036  | speed_z 0.031  | Cross position []  | time:  0.006  | [ battery: 48%, 11V / 300mA ]
0854 : 42 Stanley2Cross  | offset -122.480  | angle -14.036  | speed_z 0.031  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0855 : 42 Stanley2Cross  | offset -122.480  | angle -14.036  | speed_z 0.031  | Cross position [225]  | cross? 1.000  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0856 : 42 Stanley2Cross  | offset -61.067  | angle -8.531  | speed_z -0.140  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0857 : 42 Stanley2Cross  | offset -82.852  | angle -16.699  | speed_z 0.216  | Cross position []  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0858 : 42 Stanley2Cross  | offset -77.790  | angle -19.290  | speed_z 0.355  | Cross position []  | time:  0.006  | [ battery: 48%, 11V / 300mA ]
0859 : 42 Stanley2Cross  | offset -75.516  | angle -21.801  | speed_z 0.486  | Cross position []  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0860 : 42 Stanley2Cross  | offset -82.138  | angle -26.565  | speed_z 0.710  | Cross position []  | time:  0.006  | [ battery: 48%, 11V / 300mA ]
0861 : 42 Stanley2Cross  | offset -69.318  | angle -26.565  | speed_z 0.738  | Cross position []  | time:  0.006  | [ battery: 48%, 11V / 300mA ]
0862 : 42 Stanley2Cross  | offset 54.682  | angle -2.862  | speed_z 0.688  | Cross position []  | time:  0.008  | [ battery: 48%, 11V / 300mA ]
0863 : 42 Stanley2Cross  | offset 160.535  | angle 19.290  | speed_z -0.267  | Cross position []  | time:  0.006  | [ battery: 48%, 11V / 300mA ]
0864 : 42 Stanley2Cross  | offset 146.087  | angle 14.036  | speed_z -0.013  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0865 : 42 Stanley2Cross  | offset 146.087  | angle 14.036  | speed_z -0.013  | Cross position []  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0866 : 42 Stanley2Cross  | offset 146.087  | angle 14.036  | speed_z -0.013  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0867 : 42 Stanley2Cross  | offset 146.087  | angle 14.036  | speed_z -0.013  | Cross position []  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0868 : 42 Stanley2Cross  | offset 146.087  | angle 14.036  | speed_z -0.013  | Cross position []  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0869 : 42 Stanley2Cross  | offset 146.087  | angle 14.036  | speed_z -0.013  | Cross position []  | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0870 : 42 Stanley2Cross  | no line here... backing   | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0871 : 42 Stanley2Cross  | no line here... backing   | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0872 : 42 Stanley2Cross  | no line here... backing   | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0873 : 42 Stanley2Cross  | no line here... backing   | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0874 : 42 Stanley2Cross  | no line here... backing   | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0875 : 42 Stanley2Cross  | offset -7.739  | angle 18.263  | speed_z -1.045  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0876 : 42 Stanley2Cross  | offset -31.379  | angle 11.310  | speed_z -0.982  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0877 : 42 Stanley2Cross  | offset -22.882  | angle 11.572  | speed_z -0.916  | Cross position []  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0878 : 42 Stanley2Cross  | offset 3.716  | angle 15.566  | speed_z -0.714  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0879 : 42 Stanley2Cross  | offset 7.412  | angle 13.586  | speed_z -0.552  | Cross position []  | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0880 : 42 Stanley2Cross  | offset 4.378  | angle 10.059  | speed_z -0.427  | Cross position []  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0881 : 42 Stanley2Cross  | offset 5.492  | angle 7.192  | speed_z -0.265  | Cross position []  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0882 : 42 Stanley2Cross  | offset 4.478  | angle 5.711  | speed_z -0.208  | Cross position []  | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0883 : 42 Stanley2Cross  | offset 7.623  | angle 4.086  | speed_z -0.074  | Cross position []  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0884 : 42 Stanley2Cross  | offset 4.923  | angle 2.726  | speed_z -0.051  | Cross position []  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0885 : 42 Stanley2Cross  | offset 1.714  | angle 1.364  | speed_z -0.038  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0886 : 42 Stanley2Cross  | offset 0.928  | angle 0.818  | speed_z -0.025  | Cross position []  | time:  0.006  | [ battery: 48%, 11V / 300mA ]
0887 : 42 Stanley2Cross  | offset -1.536  | angle 0.409  | speed_z -0.047  | Cross position []  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0888 : 42 Stanley2Cross  | offset -1.946  | angle 0.341  | speed_z -0.051  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0889 : 42 Stanley2Cross  | offset 0.964  | angle 1.364  | speed_z -0.051  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0890 : 42 Stanley2Cross  | offset 4.692  | angle 2.522  | speed_z -0.045  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0891 : 42 Stanley2Cross  | offset 3.159  | angle 1.977  | speed_z -0.044  | Cross position []  | time:  0.006  | [ battery: 48%, 11V / 300mA ]
0892 : 42 Stanley2Cross  | offset -0.339  | angle 1.023  | speed_z -0.057  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0893 : 42 Stanley2Cross  | offset -2.875  | angle 0.477  | speed_z -0.074  | Cross position []  | time:  0.006  | [ battery: 48%, 11V / 300mA ]
0894 : 42 Stanley2Cross  | offset 0.464  | angle 1.228  | speed_z -0.053  | Cross position [225]  | cross? 1.000  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0895 : 42 Stanley2Cross  | offset -15.165  | angle -2.617  | speed_z -0.113  | Cross position [235, 225]  | cross? 2.000  | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0896 : 42 Stanley2Cross  | offset 1.849  | angle 1.718  | speed_z -0.054  | Cross position [255, 245, 235, 225]  | cross? 3.000  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
   / -------   -------
  *  Capsule Passed: dict_keys(['dist_from_cross', 'event_10_frame_list', 'event_20_frame_list', 'event_30_frame_list', 'event_40_frame_list'])
   \ -------   -------
0897 : 43 Turn2Road  | phase 0.000  | radius 260.000  | rot_z 1.000  | SPEED_X 1.083  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0898 : 43 Turn2Road  | phase 1.000  | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0899 : 43 Turn2Road  | phase 1.000  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0900 : 43 Turn2Road  | phase 1.000  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0901 : 43 Turn2Road  | phase 1.000  | time:  0.001  | [ battery: 48%, 11V / 300mA ]
0902 : 43 Turn2Road  | phase 1.000  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0903 : 43 Turn2Road  | phase 1.000  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0904 : 43 Turn2Road  | phase 1.000  | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0905 : 43 Turn2Road  | phase 1.000  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0906 : 43 Turn2Road  | phase 1.000  | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0907 : 43 Turn2Road  | phase 1.000  | no_line   | line_on_angle -67.380  | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0908 : 43 Turn2Road  | phase 2.000  | no_line   | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0909 : 43 Turn2Road  | phase 2.000  | no_line   | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0910 : 43 Turn2Road  | phase 2.000  | no_line   | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0911 : 43 Turn2Road  | phase 2.000  | no_line   | line_on_angle 26.282  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0912 : 43 Turn2Road  | phase 2.000  | no_line   | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0913 : 43 Turn2Road  | phase 2.000  | no_line   | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0914 : 43 Turn2Road  | phase 2.000  | no_line   | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0915 : 43 Turn2Road  | phase 2.000  | no_line   | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0916 : 43 Turn2Road  | phase 2.000  | no_line   | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0917 : 43 Turn2Road  | phase 2.000  | no_line   | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0918 : 43 Turn2Road  | phase 2.000  | no_line   | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0919 : 43 Turn2Road  | phase 2.000  | no_line   | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0920 : 43 Turn2Road  | phase 2.000  | no_line   | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0921 : 43 Turn2Road  | phase 2.000  | no_line   | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0922 : 43 Turn2Road  | phase 2.000  | no_line   | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0923 : 43 Turn2Road  | phase 2.000  | no_line   | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0924 : 43 Turn2Road  | phase 2.000  | no_line   | line_on_angle -30.964  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0925 : 43 Turn2Road  | phase 2.000  | no_line   | line_on_angle -16.699  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0926 : 43 Turn2Road  | phase 2.000  | no_line   | line_on_angle -15.490  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0927 : 43 Turn2Road  | phase 2.000  | no_line   | line_on_angle -13.908  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
   / -------   -------
  *  Capsule Passed: dict_keys(['dist_from_cross', 'event_10_frame_list', 'event_20_frame_list', 'event_30_frame_list', 'event_40_frame_list'])
   \ -------   -------
